annotation_id,annotator,choice,created_at,id,image,lead_time,updated_at
348,1,Not-sensitive,16/10/2023 11:13,3421,http://localhost:8081/UL_NI_1000.png,1597,16/10/2023 11:13
347,1,Not-sensitive,16/10/2023 11:13,3422,http://localhost:8081/UL_NI_1001.png,2707,16/10/2023 11:13
827,1,Not-sensitive,16/10/2023 16:41,3423,http://localhost:8081/UL_NI_1002.png,7839,16/10/2023 16:41
828,1,Not-sensitive,16/10/2023 16:41,3424,http://localhost:8081/UL_NI_1003.png,3968,16/10/2023 16:41
829,1,Dubious,16/10/2023 16:41,3425,http://localhost:8081/UL_NI_1004.png,2.4048E+16,26/10/2023 18:50
830,1,Not-sensitive,16/10/2023 16:42,3426,http://localhost:8081/UL_NI_1005.png,35827,16/10/2023 16:42
831,1,Not-sensitive,16/10/2023 16:42,3427,http://localhost:8081/UL_NI_1006.png,4988,16/10/2023 16:42
832,1,Not-sensitive,16/10/2023 16:45,3428,http://localhost:8081/UL_NI_1007.png,146736,16/10/2023 16:45
833,1,Not-sensitive,16/10/2023 16:45,3429,http://localhost:8081/UL_NI_1008.png,864,16/10/2023 16:45
834,1,Not-sensitive,16/10/2023 16:45,3430,http://localhost:8081/UL_NI_1009.png,11768,16/10/2023 16:45
835,1,Not-sensitive,16/10/2023 16:45,3431,http://localhost:8081/UL_NI_101.png,2919,16/10/2023 16:45
836,1,Not-sensitive,16/10/2023 16:45,3432,http://localhost:8081/UL_NI_1010.png,4082,16/10/2023 16:45
837,1,Not-sensitive,16/10/2023 16:45,3433,http://localhost:8081/UL_NI_1011.png,3917,16/10/2023 16:45
838,1,Not-sensitive,16/10/2023 16:45,3434,http://localhost:8081/UL_NI_1012.png,6698,16/10/2023 16:45
467,1,Not-sensitive,16/10/2023 15:33,3435,http://localhost:8081/UL_NI_1013.png,46976,16/10/2023 15:33
839,1,Not-sensitive,16/10/2023 16:45,3436,http://localhost:8081/UL_NI_1014.png,2158,16/10/2023 16:45
801,1,Not-sensitive,16/10/2023 16:34,3437,http://localhost:8081/UL_NI_1015.png,2474,16/10/2023 16:34
840,1,Not-sensitive,16/10/2023 16:45,3438,http://localhost:8081/UL_NI_1016.png,3862,16/10/2023 16:45
841,1,Not-sensitive,16/10/2023 16:45,3439,http://localhost:8081/UL_NI_1017.png,2676,16/10/2023 16:45
772,1,Not-sensitive,16/10/2023 16:30,3440,http://localhost:8081/UL_NI_1018.png,9406,16/10/2023 16:30
842,1,Not-sensitive,16/10/2023 16:46,3441,http://localhost:8081/UL_NI_1019.png,3086,16/10/2023 16:46
746,1,Not-sensitive,16/10/2023 16:27,3442,http://localhost:8081/UL_NI_102.png,3502,16/10/2023 16:27
843,1,Not-sensitive,16/10/2023 16:46,3443,http://localhost:8081/UL_NI_1020.png,3836,16/10/2023 16:46
844,1,Not-sensitive,16/10/2023 16:46,3444,http://localhost:8081/UL_NI_1021.png,3802,16/10/2023 16:46
845,1,Not-sensitive,16/10/2023 16:46,3445,http://localhost:8081/UL_NI_1022.png,3452,16/10/2023 16:46
846,1,Not-sensitive,16/10/2023 16:46,3446,http://localhost:8081/UL_NI_1023.png,5423,16/10/2023 16:46
847,1,Not-sensitive,16/10/2023 16:46,3447,http://localhost:8081/UL_NI_1024.png,2405,16/10/2023 16:46
848,1,Not-sensitive,16/10/2023 16:46,3448,http://localhost:8081/UL_NI_1025.png,3361,16/10/2023 16:46
386,1,Not-sensitive,16/10/2023 15:22,3449,http://localhost:8081/UL_NI_1026.png,8851,16/10/2023 15:22
849,1,Not-sensitive,16/10/2023 16:46,3450,http://localhost:8081/UL_NI_1027.png,3569,16/10/2023 16:46
850,1,Not-sensitive,16/10/2023 16:46,3451,http://localhost:8081/UL_NI_1028.png,2449,16/10/2023 16:46
851,1,Not-sensitive,16/10/2023 16:46,3452,http://localhost:8081/UL_NI_1029.png,2193,16/10/2023 16:46
852,1,Not-sensitive,16/10/2023 16:46,3453,http://localhost:8081/UL_NI_103.png,4012,16/10/2023 16:46
853,1,Not-sensitive,16/10/2023 16:46,3454,http://localhost:8081/UL_NI_1030.png,3213,16/10/2023 16:46
854,1,Not-sensitive,16/10/2023 16:46,3455,http://localhost:8081/UL_NI_1031.png,505,16/10/2023 16:46
633,1,Not-sensitive,16/10/2023 15:51,3456,http://localhost:8081/UL_NI_1032.png,3777,16/10/2023 15:51
855,1,Not-sensitive,16/10/2023 16:46,3457,http://localhost:8081/UL_NI_1033.png,255,16/10/2023 16:46
655,1,Not-sensitive,16/10/2023 16:17,3458,http://localhost:8081/UL_NI_1034.png,5157,16/10/2023 16:17
631,1,Not-sensitive,16/10/2023 15:51,3459,http://localhost:8081/UL_NI_1035.png,4109,16/10/2023 15:51
856,1,Not-sensitive,16/10/2023 16:46,3460,http://localhost:8081/UL_NI_1036.png,3383,16/10/2023 16:46
857,1,Not-sensitive,16/10/2023 16:48,3461,http://localhost:8081/UL_NI_1037.png,63349,16/10/2023 16:48
858,1,Not-sensitive,16/10/2023 16:48,3462,http://localhost:8081/UL_NI_1038.png,4839,16/10/2023 16:48
618,1,Not-sensitive,16/10/2023 15:49,3463,http://localhost:8081/UL_NI_1039.png,6244,16/10/2023 15:49
598,1,Not-sensitive,16/10/2023 15:48,3464,http://localhost:8081/UL_NI_104.png,2986,16/10/2023 15:48
859,1,Not-sensitive,16/10/2023 16:48,3465,http://localhost:8081/UL_NI_1040.png,4078,16/10/2023 16:48
860,1,Not-sensitive,16/10/2023 16:48,3466,http://localhost:8081/UL_NI_1041.png,332,16/10/2023 16:48
861,1,Not-sensitive,16/10/2023 16:48,3467,http://localhost:8081/UL_NI_1042.png,2904,16/10/2023 16:48
862,1,Not-sensitive,16/10/2023 16:48,3468,http://localhost:8081/UL_NI_1043.png,5866,16/10/2023 16:48
863,1,Dubious,16/10/2023 16:48,3469,http://localhost:8081/UL_NI_1044.png,2939,26/10/2023 18:51
423,1,Not-sensitive,16/10/2023 15:28,3470,http://localhost:8081/UL_NI_1045.png,2462,16/10/2023 15:28
864,1,Not-sensitive,16/10/2023 16:48,3471,http://localhost:8081/UL_NI_1046.png,4911,16/10/2023 16:48
865,1,Not-sensitive,16/10/2023 16:48,3472,http://localhost:8081/UL_NI_1047.png,3853,16/10/2023 16:48
866,1,Not-sensitive,16/10/2023 16:48,3473,http://localhost:8081/UL_NI_1048.png,5243,16/10/2023 16:48
867,1,Not-sensitive,16/10/2023 16:48,3474,http://localhost:8081/UL_NI_1049.png,2775,16/10/2023 16:48
868,1,Not-sensitive,16/10/2023 16:48,3475,http://localhost:8081/UL_NI_105.png,3914,16/10/2023 16:48
869,1,Not-sensitive,16/10/2023 16:49,3476,http://localhost:8081/UL_NI_1050.png,7635,16/10/2023 16:49
870,1,Not-sensitive,16/10/2023 16:49,3477,http://localhost:8081/UL_NI_1051.png,6702,16/10/2023 16:49
871,1,Dubious,16/10/2023 16:49,3478,http://localhost:8081/UL_NI_1052.png,35648,26/10/2023 18:52
488,1,Not-sensitive,16/10/2023 15:36,3479,http://localhost:8081/UL_NI_1053.png,4021,16/10/2023 15:36
872,1,Dubious,16/10/2023 16:49,3480,http://localhost:8081/UL_NI_1054.png,2.7074E+16,26/10/2023 18:52
873,1,Not-sensitive,16/10/2023 16:49,3481,http://localhost:8081/UL_NI_1055.png,4471,16/10/2023 16:49
874,1,Not-sensitive,16/10/2023 16:50,3482,http://localhost:8081/UL_NI_1056.png,5261,16/10/2023 16:50
875,1,Not-sensitive,16/10/2023 16:50,3483,http://localhost:8081/UL_NI_1057.png,4368,16/10/2023 16:50
876,1,Not-sensitive,16/10/2023 16:50,3484,http://localhost:8081/UL_NI_1058.png,415,16/10/2023 16:50
877,1,Not-sensitive,16/10/2023 16:50,3485,http://localhost:8081/UL_NI_1059.png,3186,16/10/2023 16:50
878,1,Not-sensitive,16/10/2023 16:50,3486,http://localhost:8081/UL_NI_106.png,4891,16/10/2023 16:50
879,1,Not-sensitive,16/10/2023 16:50,3487,http://localhost:8081/UL_NI_1060.png,4186,16/10/2023 16:50
740,1,Not-sensitive,16/10/2023 16:26,3488,http://localhost:8081/UL_NI_1061.png,6191,16/10/2023 16:26
880,1,Not-sensitive,16/10/2023 16:51,3489,http://localhost:8081/UL_NI_1062.png,44893,16/10/2023 16:51
881,1,Not-sensitive,16/10/2023 16:51,3490,http://localhost:8081/UL_NI_1063.png,3062,16/10/2023 16:51
882,1,Not-sensitive,16/10/2023 16:51,3491,http://localhost:8081/UL_NI_1064.png,2996,16/10/2023 16:51
883,1,Not-sensitive,16/10/2023 16:51,3492,http://localhost:8081/UL_NI_1065.png,2691,16/10/2023 16:51
884,1,Not-sensitive,16/10/2023 16:51,3493,http://localhost:8081/UL_NI_1066.png,4231,16/10/2023 16:51
730,1,Not-sensitive,16/10/2023 16:26,3494,http://localhost:8081/UL_NI_1067.png,375,16/10/2023 16:26
536,1,Not-sensitive,16/10/2023 15:41,3495,http://localhost:8081/UL_NI_1068.png,4596,16/10/2023 15:41
885,1,Not-sensitive,16/10/2023 16:51,3496,http://localhost:8081/UL_NI_1069.png,382,16/10/2023 16:51
886,1,Not-sensitive,16/10/2023 16:51,3497,http://localhost:8081/UL_NI_107.png,2838,16/10/2023 16:51
887,1,Not-sensitive,16/10/2023 16:51,3498,http://localhost:8081/UL_NI_1070.png,2391,16/10/2023 16:51
888,1,Not-sensitive,16/10/2023 16:51,3499,http://localhost:8081/UL_NI_1071.png,11253,16/10/2023 16:51
889,1,Not-sensitive,16/10/2023 16:51,3500,http://localhost:8081/UL_NI_1072.png,2518,16/10/2023 16:51
890,1,Not-sensitive,16/10/2023 16:51,3501,http://localhost:8081/UL_NI_1073.png,268,16/10/2023 16:51
436,1,Not-sensitive,16/10/2023 15:29,3502,http://localhost:8081/UL_NI_1074.png,428,16/10/2023 15:29
891,1,Not-sensitive,16/10/2023 16:51,3503,http://localhost:8081/UL_NI_1075.png,2567,16/10/2023 16:51
892,1,Not-sensitive,16/10/2023 16:52,3504,http://localhost:8081/UL_NI_1076.png,4271,16/10/2023 16:52
893,1,Not-sensitive,16/10/2023 16:52,3505,http://localhost:8081/UL_NI_1077.png,3375,16/10/2023 16:52
894,1,Not-sensitive,16/10/2023 16:52,3506,http://localhost:8081/UL_NI_1078.png,3371,16/10/2023 16:52
895,1,Not-sensitive,16/10/2023 16:52,3507,http://localhost:8081/UL_NI_1079.png,3465,16/10/2023 16:52
896,1,Not-sensitive,16/10/2023 16:52,3508,http://localhost:8081/UL_NI_108.png,1979,16/10/2023 16:52
763,1,Not-sensitive,16/10/2023 16:29,3509,http://localhost:8081/UL_NI_1080.png,4061,16/10/2023 16:29
897,1,Not-sensitive,16/10/2023 16:52,3510,http://localhost:8081/UL_NI_1081.png,2042,16/10/2023 16:52
898,1,Not-sensitive,16/10/2023 16:52,3511,http://localhost:8081/UL_NI_1082.png,3766,16/10/2023 16:52
899,1,Not-sensitive,16/10/2023 16:52,3512,http://localhost:8081/UL_NI_1083.png,3686,16/10/2023 16:52
714,1,Not-sensitive,16/10/2023 16:23,3513,http://localhost:8081/UL_NI_1084.png,3087,16/10/2023 16:23
900,1,Not-sensitive,16/10/2023 16:52,3514,http://localhost:8081/UL_NI_1085.png,2463,16/10/2023 16:52
440,1,Not-sensitive,16/10/2023 15:30,3515,http://localhost:8081/UL_NI_1086.png,2801,16/10/2023 15:30
675,1,Not-sensitive,16/10/2023 16:19,3516,http://localhost:8081/UL_NI_1087.png,10108,16/10/2023 16:19
901,1,Not-sensitive,16/10/2023 16:52,3517,http://localhost:8081/UL_NI_1088.png,3934,16/10/2023 16:52
902,1,Not-sensitive,16/10/2023 16:52,3518,http://localhost:8081/UL_NI_1089.png,6038,16/10/2023 16:52
903,1,Not-sensitive,16/10/2023 16:52,3519,http://localhost:8081/UL_NI_109.png,4178,16/10/2023 16:52
904,1,Not-sensitive,16/10/2023 16:52,3520,http://localhost:8081/UL_NI_1090.png,3153,16/10/2023 16:52
905,1,Not-sensitive,16/10/2023 16:52,3521,http://localhost:8081/UL_NI_1091.png,5534,16/10/2023 16:52
683,1,Not-sensitive,16/10/2023 16:20,3522,http://localhost:8081/UL_NI_1092.png,15713,16/10/2023 16:20
616,1,Not-sensitive,16/10/2023 15:49,3523,http://localhost:8081/UL_NI_1093.png,4363,16/10/2023 15:49
906,1,Not-sensitive,16/10/2023 16:52,3524,http://localhost:8081/UL_NI_1094.png,3074,16/10/2023 16:52
907,1,Not-sensitive,16/10/2023 16:52,3525,http://localhost:8081/UL_NI_1095.png,3045,16/10/2023 16:52
908,1,Not-sensitive,16/10/2023 16:53,3526,http://localhost:8081/UL_NI_1096.png,491,16/10/2023 16:53
909,1,Dubious,16/10/2023 16:53,3527,http://localhost:8081/UL_NI_1097.png,16583,26/10/2023 18:53
910,1,Not-sensitive,16/10/2023 16:53,3528,http://localhost:8081/UL_NI_1098.png,3238,16/10/2023 16:53
911,1,Not-sensitive,16/10/2023 16:53,3529,http://localhost:8081/UL_NI_1099.png,2887,16/10/2023 16:53
912,1,Not-sensitive,16/10/2023 16:53,3530,http://localhost:8081/UL_NI_11.png,3979,16/10/2023 16:53
673,1,Not-sensitive,16/10/2023 16:18,3531,http://localhost:8081/UL_NI_110.png,2346,16/10/2023 16:18
563,1,Not-sensitive,16/10/2023 15:45,3532,http://localhost:8081/UL_NI_1100.png,4898,16/10/2023 15:45
519,1,Not-sensitive,16/10/2023 15:39,3533,http://localhost:8081/UL_NI_1101.png,3141,16/10/2023 15:39
913,1,Dubious,16/10/2023 16:53,3534,http://localhost:8081/UL_NI_1102.png,14813,26/10/2023 18:53
914,1,Not-sensitive,16/10/2023 16:53,3535,http://localhost:8081/UL_NI_1103.png,3177,16/10/2023 16:53
358,1,Not-sensitive,16/10/2023 15:17,3536,http://localhost:8081/UL_NI_1104.png,3296,16/10/2023 15:17
747,1,Not-sensitive,16/10/2023 16:27,3537,http://localhost:8081/UL_NI_1105.png,7152,16/10/2023 16:27
915,1,Not-sensitive,16/10/2023 16:53,3538,http://localhost:8081/UL_NI_1106.png,2482,16/10/2023 16:53
916,1,Not-sensitive,16/10/2023 16:53,3539,http://localhost:8081/UL_NI_1107.png,2577,16/10/2023 16:53
433,1,Not-sensitive,16/10/2023 15:29,3540,http://localhost:8081/UL_NI_1108.png,2738,16/10/2023 15:29
917,1,Dubious,16/10/2023 16:53,3541,http://localhost:8081/UL_NI_1109.png,137,26/10/2023 18:54
918,1,Sensitive,16/10/2023 16:53,3542,http://localhost:8081/UL_NI_111.png,414,16/10/2023 16:53
919,1,Not-sensitive,16/10/2023 16:53,3543,http://localhost:8081/UL_NI_1110.png,2718,16/10/2023 16:53
920,1,Not-sensitive,16/10/2023 16:53,3544,http://localhost:8081/UL_NI_1111.png,2354,16/10/2023 16:53
921,1,Not-sensitive,16/10/2023 16:54,3545,http://localhost:8081/UL_NI_1112.png,52582,16/10/2023 16:54
922,1,Not-sensitive,16/10/2023 16:54,3546,http://localhost:8081/UL_NI_1113.png,3714,16/10/2023 16:54
923,1,Not-sensitive,16/10/2023 16:54,3547,http://localhost:8081/UL_NI_1114.png,2983,16/10/2023 16:54
924,1,Not-sensitive,16/10/2023 16:55,3548,http://localhost:8081/UL_NI_1115.png,5176,16/10/2023 16:55
492,1,Not-sensitive,16/10/2023 15:36,3549,http://localhost:8081/UL_NI_1116.png,2907,16/10/2023 15:36
925,1,Not-sensitive,16/10/2023 16:55,3550,http://localhost:8081/UL_NI_1117.png,28,16/10/2023 16:55
926,1,Not-sensitive,16/10/2023 16:55,3551,http://localhost:8081/UL_NI_1118.png,2511,16/10/2023 16:55
927,1,Not-sensitive,16/10/2023 16:55,3552,http://localhost:8081/UL_NI_1119.png,403,16/10/2023 16:55
691,1,Not-sensitive,16/10/2023 16:21,3553,http://localhost:8081/UL_NI_112.png,3551,16/10/2023 16:21
749,1,Not-sensitive,16/10/2023 16:27,3554,http://localhost:8081/UL_NI_1120.png,4492,16/10/2023 16:27
928,1,Not-sensitive,16/10/2023 16:55,3555,http://localhost:8081/UL_NI_1121.png,3239,16/10/2023 16:55
929,1,Dubious,16/10/2023 16:55,3556,http://localhost:8081/UL_NI_1122.png,1.4687E+16,27/10/2023 10:07
930,1,Not-sensitive,16/10/2023 16:55,3557,http://localhost:8081/UL_NI_1123.png,4835,16/10/2023 16:55
931,1,Not-sensitive,16/10/2023 16:55,3558,http://localhost:8081/UL_NI_1124.png,5399,16/10/2023 16:55
932,1,Not-sensitive,16/10/2023 16:55,3559,http://localhost:8081/UL_NI_1125.png,2432,16/10/2023 16:55
933,1,Not-sensitive,16/10/2023 16:55,3560,http://localhost:8081/UL_NI_1126.png,163,16/10/2023 16:55
934,1,Not-sensitive,16/10/2023 16:55,3561,http://localhost:8081/UL_NI_1127.png,238,16/10/2023 16:55
588,1,Not-sensitive,16/10/2023 15:47,3562,http://localhost:8081/UL_NI_1128.png,4378,16/10/2023 15:47
935,1,Not-sensitive,16/10/2023 16:55,3563,http://localhost:8081/UL_NI_1129.png,228,16/10/2023 16:55
936,1,Not-sensitive,16/10/2023 16:55,3564,http://localhost:8081/UL_NI_113.png,8789,16/10/2023 16:55
937,1,Not-sensitive,16/10/2023 16:55,3565,http://localhost:8081/UL_NI_1130.png,3191,16/10/2023 16:55
938,1,Not-sensitive,16/10/2023 16:56,3566,http://localhost:8081/UL_NI_1131.png,26434,16/10/2023 16:56
939,1,Not-sensitive,16/10/2023 16:56,3567,http://localhost:8081/UL_NI_1132.png,6215,16/10/2023 16:56
940,1,Not-sensitive,16/10/2023 16:56,3568,http://localhost:8081/UL_NI_1133.png,3387,16/10/2023 16:56
941,1,Not-sensitive,16/10/2023 16:56,3569,http://localhost:8081/UL_NI_1134.png,2837,16/10/2023 16:56
649,1,Not-sensitive,16/10/2023 16:16,3570,http://localhost:8081/UL_NI_1135.png,337,16/10/2023 16:16
942,1,Not-sensitive,16/10/2023 16:56,3571,http://localhost:8081/UL_NI_1136.png,5014,16/10/2023 16:56
943,1,Not-sensitive,16/10/2023 16:56,3572,http://localhost:8081/UL_NI_1137.png,2228,16/10/2023 16:56
944,1,Not-sensitive,16/10/2023 16:56,3573,http://localhost:8081/UL_NI_1138.png,2483,16/10/2023 16:56
945,1,Not-sensitive,16/10/2023 16:56,3574,http://localhost:8081/UL_NI_1139.png,2892,16/10/2023 16:56
946,1,Not-sensitive,16/10/2023 16:56,3575,http://localhost:8081/UL_NI_114.png,359,16/10/2023 16:56
489,1,Not-sensitive,16/10/2023 15:36,3576,http://localhost:8081/UL_NI_1140.png,4386,16/10/2023 15:36
947,1,Not-sensitive,16/10/2023 16:56,3577,http://localhost:8081/UL_NI_1141.png,3546,16/10/2023 16:56
